outcome,month,mmwr_week,age_group,vaccination_status,vaccinated_with_outcome,vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr,monthly_age_adj_vax_ir,monthly_age_adj_unvax_ir,monthly_age_adj_irr,continuity_correction
case,OCT 2021,202140,12-17,vaccinated,1997,3994831,20612,5255463,49.98959906,392.2014102,7.845660249,,,,,,,0
case,OCT 2021,202140,12-17,vax with updated booster,,0,20612,5255463,,392.2014102,,,,,,,,0
case,OCT 2021,202140,18-29,vaccinated,7993,9585145,34330,10199249,83.38945316,336.59341,4.036402653,,,,,,,0
case,OCT 2021,202140,18-29,vax with updated booster,,0,34330,10199249,,336.59341,,,,,,,,0
case,OCT 2021,202140,30-49,vaccinated,21683,18563065,52373,12162212,116.8072191,430.6206799,3.686593032,,,,,,,0
case,OCT 2021,202140,30-49,vax with updated booster,,0,52373,12162212,,430.6206799,,,,,,,,0
case,OCT 2021,202140,50-64,vaccinated,16078,16054346,25127,6158202,100.1473371,408.0249397,4.074246523,,,,,,,0
case,OCT 2021,202140,50-64,vax with updated booster,,0,25127,6158202,,408.0249397,,,,,,,,0
case,OCT 2021,202140,65-79,vaccinated,12182,12284532,11060,1828084.4,99.16535689,605.0048893,6.10097022,,,,,,,1
case,OCT 2021,202140,65-79,vax with updated booster,,0,11060,1828084.4,,605.0048893,,,,,,,,1
case,OCT 2021,202140,80+,vaccinated,3868,3450594,2574,699465,112.0966419,367.9955394,3.28284178,,,,,,,0
case,OCT 2021,202140,80+,vax with updated booster,,0,2574,699465,,367.9955394,,,,,,,,0
case,OCT 2021,202140,all_ages,vaccinated,63801,63932513,146076,36302675.4,,,,98.22096021,421.4264092,4.290595494,88.6358904,363.9945326,4.106626909,1
case,OCT 2021,202140,all_ages,vax with updated booster,,0,146076,36302675.4,,,,,421.4264092,,,363.9945326,,1
case,OCT 2021,202141,12-17,vaccinated,1688,4089001,16546,5202776,41.28147682,318.0225326,7.703758612,,,,,,,0
case,OCT 2021,202141,12-17,vax with updated booster,,0,16546,5202776,,318.0225326,,,,,,,,0
case,OCT 2021,202141,18-29,vaccinated,7216,9737094,28797,10087197,74.10835307,285.480694,3.852206697,,,,,,,0
case,OCT 2021,202141,18-29,vax with updated booster,,0,28797,10087197,,285.480694,,,,,,,,0
case,OCT 2021,202141,30-49,vaccinated,19500,18778887,43857,11993028,103.8400199,365.6874644,3.521642857,,,,,,,0
case,OCT 2021,202141,30-49,vax with updated booster,,0,43857,11993028,,365.6874644,,,,,,,,0
case,OCT 2021,202141,50-64,vaccinated,14616,16152905,21601,6069898,90.48527184,355.8708894,3.932915072,,,,,,,0
case,OCT 2021,202141,50-64,vax with updated booster,,0,21601,6069898,,355.8708894,,,,,,,,0
case,OCT 2021,202141,65-79,vaccinated,10572,12271466,9858,1763432.1,86.151076,559.0235088,6.488874367,,,,,,,1
case,OCT 2021,202141,65-79,vax with updated booster,,0,9858,1763432.1,,559.0235088,,,,,,,,1
case,OCT 2021,202141,80+,vaccinated,3500,3441821,2416,679073,101.6903552,355.7791283,3.498651643,,,,,,,0
case,OCT 2021,202141,80+,vax with updated booster,,0,2416,679073,,355.7791283,,,,,,,,0
case,OCT 2021,202141,all_ages,vaccinated,57092,64471174,123075,35795404.1,,,,87.10491695,364.7706985,4.187716507,88.6358904,363.9945326,4.106626909,1
case,OCT 2021,202141,all_ages,vax with updated booster,,0,123075,35795404.1,,,,,364.7706985,,,363.9945326,,1
case,OCT 2021,202142,12-17,vaccinated,1791,4169041,14173,5156104,42.95951995,274.8780862,6.398537195,,,,,,,0
case,OCT 2021,202142,12-17,vax with updated booster,,0,14173,5156104,,274.8780862,,,,,,,,0
case,OCT 2021,202142,18-29,vaccinated,6758,9872551,25939,9984606,68.45241924,259.7899206,3.795189761,,,,,,,0
case,OCT 2021,202142,18-29,vax with updated booster,,0,25939,9984606,,259.7899206,,,,,,,,0
case,OCT 2021,202142,30-49,vaccinated,18816,18967381,39577,11838504,99.2018877,334.3074429,3.369970579,,,,,,,0
case,OCT 2021,202142,30-49,vax with updated booster,,0,39577,11838504,,334.3074429,,,,,,,,0
case,OCT 2021,202142,50-64,vaccinated,14078,16233359,19190,5984358,86.72265549,320.6693182,3.697641827,,,,,,,0
case,OCT 2021,202142,50-64,vax with updated booster,,0,19190,5984358,,320.6693182,,,,,,,,0
case,OCT 2021,202142,65-79,vaccinated,9599,12260247,8662,1726011.1,78.2936918,501.8507703,6.40984936,,,,,,,1
case,OCT 2021,202142,65-79,vax with updated booster,,0,8662,1726011.1,,501.8507703,,,,,,,,1
case,OCT 2021,202142,80+,vaccinated,3140,3432419,2106,660665,91.48067296,318.7697244,3.484558149,,,,,,,0
case,OCT 2021,202142,80+,vax with updated booster,,0,2106,660665,,318.7697244,,,,,,,,0
case,OCT 2021,202142,all_ages,vaccinated,54182,64934998,109647,35350248.1,,,,82.49834585,329.4535089,3.993455935,88.6358904,363.9945326,4.106626909,1
case,OCT 2021,202142,all_ages,vax with updated booster,,0,109647,35350248.1,,,,,329.4535089,,,363.9945326,,1
case,OCT 2021,202143,12-17,vaccinated,1798,4234486,14440,5115890,42.46087955,282.2578281,6.64747954,,,,,,,0
case,OCT 2021,202143,12-17,vax with updated booster,,0,14440,5115890,,282.2578281,,,,,,,,0
case,OCT 2021,202143,18-29,vaccinated,7472,9986546,27156,9885312,74.82066372,274.7106009,3.67158733,,,,,,,0
case,OCT 2021,202143,18-29,vax with updated booster,,0,27156,9885312,,274.7106009,,,,,,,,0
case,OCT 2021,202143,30-49,vaccinated,20110,19117695,39674,11675856,105.1905054,339.795215,3.230284079,,,,,,,0
case,OCT 2021,202143,30-49,vax with updated booster,,0,39674,11675856,,339.795215,,,,,,,,0
case,OCT 2021,202143,50-64,vaccinated,14968,16292388,19243,5874458,91.87112411,327.5706457,3.565545201,,,,,,,0
case,OCT 2021,202143,50-64,vax with updated booster,,0,19243,5874458,,327.5706457,,,,,,,,0
case,OCT 2021,202143,65-79,vaccinated,9437,12246148,8422,1655174.65,77.06096644,508.8284792,6.60293405,,,,,,,1
case,OCT 2021,202143,65-79,vax with updated booster,,0,8422,1655174.65,,508.8284792,,,,,,,,1
case,OCT 2021,202143,80+,vaccinated,3291,3422345,2144,625890,96.16213444,342.5522057,3.562235881,,,,,,,0
case,OCT 2021,202143,80+,vax with updated booster,,0,2144,625890,,342.5522057,,,,,,,,0
case,OCT 2021,202143,all_ages,vaccinated,57076,65299608,111079,34832580.65,,,,86.87094964,338.1215009,3.89222752,88.6358904,363.9945326,4.106626909,1
case,OCT 2021,202143,all_ages,vax with updated booster,,0,111079,34832580.65,,,,,338.1215009,,,363.9945326,,1
case,NOV 2021,202144,12-17,vaccinated,2169,4287820,14764,5077899,50.58514583,290.7501705,5.74773811,,,,,,,0
case,NOV 2021,202144,12-17,vax with updated booster,,0,14764,5077899,,290.7501705,,,,,,,,0
case,NOV 2021,202144,18-29,vaccinated,9816,10081262,28198,9787020,97.36876197,288.116301,2.95902192,,,,,,,0
case,NOV 2021,202144,18-29,vax with updated booster,,0,28198,9787020,,288.116301,,,,,,,,0
case,NOV 2021,202144,30-49,vaccinated,22942,19234139,40149,11513462,119.2774992,348.713532,2.923548316,,,,,,,0
case,NOV 2021,202144,30-49,vax with updated booster,,0,40149,11513462,,348.713532,,,,,,,,0
case,NOV 2021,202144,50-64,vaccinated,15974,16325284,19143,5764863,97.8482212,332.0633986,3.393657999,,,,,,,0
case,NOV 2021,202144,50-64,vax with updated booster,,0,19143,5764863,,332.0633986,,,,,,,,0
case,NOV 2021,202144,65-79,vaccinated,9441,12214767,8132,1601321.65,77.29169128,507.8305161,6.570311863,,,,,,,1
case,NOV 2021,202144,65-79,vax with updated booster,,0,8132,1601321.65,,507.8305161,,,,,,,,1
case,NOV 2021,202144,80+,vaccinated,3332,3409166,2104,607510.2,97.73651386,346.3316336,3.543523499,,,,,,,1
case,NOV 2021,202144,80+,vax with updated booster,,0,2104,607510.2,,346.3316336,,,,,,,,1
case,NOV 2021,202144,all_ages,vaccinated,63674,65552438,112490,34352075.85,,,,98.44618589,345.7411602,3.511981262,105.3642732,381.615983,3.621872685,1
case,NOV 2021,202144,all_ages,vax with updated booster,,0,112490,34352075.85,,,,,345.7411602,,,381.615983,,1
case,NOV 2021,202145,12-17,vaccinated,2461,4331942,16402,5041825,56.81054825,325.318709,5.726378622,,,,,,,0
case,NOV 2021,202145,12-17,vax with updated booster,,0,16402,5041825,,325.318709,,,,,,,,0
case,NOV 2021,202145,18-29,vaccinated,10214,10152102,30227,9697774,100.6097062,311.6900848,3.098012074,,,,,,,0
case,NOV 2021,202145,18-29,vax with updated booster,,0,30227,9697774,,311.6900848,,,,,,,,0
case,NOV 2021,202145,30-49,vaccinated,26069,19296663,44392,11363702,135.0958972,390.6473436,2.89162996,,,,,,,0
case,NOV 2021,202145,30-49,vax with updated booster,,0,44392,11363702,,390.6473436,,,,,,,,0
case,NOV 2021,202145,50-64,vaccinated,17821,16314555,21494,5666043,109.2337486,379.3476329,3.472806139,,,,,,,0
case,NOV 2021,202145,50-64,vax with updated booster,,0,21494,5666043,,379.3476329,,,,,,,,0
case,NOV 2021,202145,65-79,vaccinated,9752,12137659,8890,1555084.65,80.3449825,571.6730597,7.115230372,,,,,,,1
case,NOV 2021,202145,65-79,vax with updated booster,,0,8890,1555084.65,,571.6730597,,,,,,,,1
case,NOV 2021,202145,80+,vaccinated,3550,3387628,2379,593495.85,104.7930883,400.8452629,3.825111651,,,,,,,1
case,NOV 2021,202145,80+,vax with updated booster,,0,2379,593495.85,,400.8452629,,,,,,,,1
case,NOV 2021,202145,all_ages,vaccinated,69867,65620549,123784,33917924.5,,,,108.2475321,387.2965808,3.577879082,105.3642732,381.615983,3.621872685,1
case,NOV 2021,202145,all_ages,vax with updated booster,,0,123784,33917924.5,,,,,387.2965808,,,381.615983,,1
case,NOV 2021,202146,12-17,vaccinated,2677,4370704,16876,4998179,61.24871417,337.6429696,5.512654007,,,,,,,0
case,NOV 2021,202146,12-17,vax with updated booster,,0,16876,4998179,,337.6429696,,,,,,,,0
case,NOV 2021,202146,18-29,vaccinated,10676,10208058,31249,9599595,104.5840453,325.5241497,3.112560323,,,,,,,0
case,NOV 2021,202146,18-29,vax with updated booster,,0,31249,9599595,,325.5241497,,,,,,,,0
case,NOV 2021,202146,30-49,vaccinated,27644,19329215,47081,11198722,143.0166719,420.4140437,2.939615627,,,,,,,0
case,NOV 2021,202146,30-49,vax with updated booster,,0,47081,11198722,,420.4140437,,,,,,,,0
case,NOV 2021,202146,50-64,vaccinated,19527,16289087,23662,5554456,119.8778053,426.000314,3.55362123,,,,,,,0
case,NOV 2021,202146,50-64,vax with updated booster,,0,23662,5554456,,426.000314,,,,,,,,0
case,NOV 2021,202146,65-79,vaccinated,10313,12063489,9995,1508473.65,85.48936382,662.5902945,7.750558256,,,,,,,1
case,NOV 2021,202146,65-79,vax with updated booster,,0,9995,1508473.65,,662.5902945,,,,,,,,1
case,NOV 2021,202146,80+,vaccinated,3497,3365726,2750,579582.85,103.9003175,474.4791879,4.566676978,,,,,,,1
case,NOV 2021,202146,80+,vax with updated booster,,0,2750,579582.85,,474.4791879,,,,,,,,1
case,NOV 2021,202146,all_ages,vaccinated,74334,65626279,131613,33439008.5,,,,114.870031,423.8642168,3.689946046,105.3642732,381.615983,3.621872685,1
case,NOV 2021,202146,all_ages,vax with updated booster,,0,131613,33439008.5,,,,,423.8642168,,,381.615983,,1
case,NOV 2021,202147,12-17,vaccinated,2122,4402815,11491,4959710,48.19643796,231.6869333,4.807138102,,,,,,,0
case,NOV 2021,202147,12-17,vax with updated booster,,0,11491,4959710,,231.6869333,,,,,,,,0
case,NOV 2021,202147,18-29,vaccinated,9223,10255121,26078,9496008,89.93555512,274.6206617,3.053527176,,,,,,,0
case,NOV 2021,202147,18-29,vax with updated booster,,0,26078,9496008,,274.6206617,,,,,,,,0
case,NOV 2021,202147,30-49,vaccinated,24217,19344028,40275,11034062,125.1910926,365.0061056,2.915591662,,,,,,,0
case,NOV 2021,202147,30-49,vax with updated booster,,0,40275,11034062,,365.0061056,,,,,,,,0
case,NOV 2021,202147,50-64,vaccinated,17178,16255683,20958,5436409,105.6738127,385.5118333,3.648130256,,,,,,,0
case,NOV 2021,202147,50-64,vax with updated booster,,0,20958,5436409,,385.5118333,,,,,,,,0
case,NOV 2021,202147,65-79,vaccinated,8964,12001492,9284,1473512.65,74.69071345,630.0590633,8.435574306,,,,,,,1
case,NOV 2021,202147,65-79,vax with updated booster,,0,9284,1473512.65,,630.0590633,,,,,,,,1
case,NOV 2021,202147,80+,vaccinated,3120,3347862,2613,569667.85,93.19380548,458.6883392,4.921875835,,,,,,,1
case,NOV 2021,202147,80+,vax with updated booster,,0,2613,569667.85,,458.6883392,,,,,,,,1
case,NOV 2021,202147,all_ages,vaccinated,64824,65607001,110699,32969369.5,,,,99.88599637,370.9452521,3.713686259,105.3642732,381.615983,3.621872685,1
case,NOV 2021,202147,all_ages,vax with updated booster,,0,110699,32969369.5,,,,,370.9452521,,,381.615983,,1
case,DEC 2021,202148,12-17,vaccinated,3444,4434140,19508,4917049,77.67007808,396.7420296,5.108042112,,,,,,,0
case,DEC 2021,202148,12-17,vax with updated booster,,0,19508,4917049,,396.7420296,,,,,,,,0
case,DEC 2021,202148,18-29,vaccinated,15177,10294263,42469,9400411,147.4316326,451.7781191,3.064322841,,,,,,,0
case,DEC 2021,202148,18-29,vax with updated booster,,0,42469,9400411,,451.7781191,,,,,,,,0
case,DEC 2021,202148,30-49,vaccinated,35118,19337523,59552,10876112,181.6054724,547.5486093,3.015044657,,,,,,,0
case,DEC 2021,202148,30-49,vax with updated booster,,0,59552,10876112,,547.5486093,,,,,,,,0
case,DEC 2021,202148,50-64,vaccinated,24375,16200701,29747,5323895,150.4564525,558.7450541,3.71366628,,,,,,,0
case,DEC 2021,202148,50-64,vax with updated booster,,0,29747,5323895,,558.7450541,,,,,,,,0
case,DEC 2021,202148,65-79,vaccinated,12179,11934213,12321,1435216.65,102.0511365,858.4766627,8.412220501,,,,,,,1
case,DEC 2021,202148,65-79,vax with updated booster,,0,12321,1435216.65,,858.4766627,,,,,,,,1
case,DEC 2021,202148,80+,vaccinated,3864,3327443,3231,559136.85,116.1252048,577.8549563,4.976137239,,,,,,,1
case,DEC 2021,202148,80+,vax with updated booster,,0,3231,559136.85,,577.8549563,,,,,,,,1
case,DEC 2021,202148,all_ages,vaccinated,94157,65528283,166828,32511820.5,,,,146.9946728,551.5463124,3.752151706,329.7194872,764.0178999,2.317175446,1
case,DEC 2021,202148,all_ages,vax with updated booster,,0,166828,32511820.5,,,,,551.5463124,,,764.0178999,,1
case,DEC 2021,202149,5-11,vaccinated,19,50881,23464,9728732,37.34203337,241.1825097,6.458740672,,,,,,,0
case,DEC 2021,202149,5-11,vax with updated booster,,0,23464,9728732,,241.1825097,,,,,,,,0
case,DEC 2021,202149,12-17,vaccinated,3170,4463280,17301,4886859,71.02400029,354.0310862,4.984668349,,,,,,,0
case,DEC 2021,202149,12-17,vax with updated booster,,0,17301,4886859,,354.0310862,,,,,,,,0
case,DEC 2021,202149,18-29,vaccinated,12679,10320773,35421,9286634,122.8493253,381.419145,3.104771996,,,,,,,0
case,DEC 2021,202149,18-29,vax with updated booster,,0,35421,9286634,,381.419145,,,,,,,,0
case,DEC 2021,202149,30-49,vaccinated,28191,19331979,50833,10694551,145.8257326,475.3168226,3.259485237,,,,,,,0
case,DEC 2021,202149,30-49,vax with updated booster,,0,50833,10694551,,475.3168226,,,,,,,,0
case,DEC 2021,202149,50-64,vaccinated,20337,16159973,26898,5195470,125.8479825,517.7202448,4.113854146,,,,,,,0
case,DEC 2021,202149,50-64,vax with updated booster,,0,26898,5195470,,517.7202448,,,,,,,,0
case,DEC 2021,202149,65-79,vaccinated,9876,11904669,11649,1401042.65,82.95904741,831.4522045,10.02244156,,,,,,,1
case,DEC 2021,202149,65-79,vax with updated booster,,0,11649,1401042.65,,831.4522045,,,,,,,,1
case,DEC 2021,202149,80+,vaccinated,3199,3319542,3064,550604.85,96.36871593,556.478934,5.774477004,,,,,,,1
case,DEC 2021,202149,80+,vax with updated booster,,0,3064,550604.85,,556.478934,,,,,,,,1
case,DEC 2021,202149,all_ages,vaccinated,77452,65500216,145166,32015161.5,,,,120.9470084,495.5176171,4.09698118,329.7194872,764.0178999,2.317175446,1
case,DEC 2021,202149,all_ages,vax with updated booster,,0,145166,32015161.5,,,,,495.5176171,,,764.0178999,,1
case,DEC 2021,202150,5-11,vaccinated,270,435491,24515,9522790,61.99898505,257.4350584,4.152246334,,,,,,,0
case,DEC 2021,202150,5-11,vax with updated booster,,0,24515,9522790,,257.4350584,,,,,,,,0
case,DEC 2021,202150,12-17,vaccinated,6190,4505172,18830,4842005,137.3976399,388.8884873,2.830386953,,,,,,,0
case,DEC 2021,202150,12-17,vax with updated booster,,0,18830,4842005,,388.8884873,,,,,,,,0
case,DEC 2021,202150,18-29,vaccinated,22111,10322102,41473,9174374,214.2102452,452.0526414,2.110322226,,,,,,,0
case,DEC 2021,202150,18-29,vax with updated booster,,0,41473,9174374,,452.0526414,,,,,,,,0
case,DEC 2021,202150,30-49,vaccinated,38279,19240855,55347,10536015,198.9464605,525.312464,2.640471525,,,,,,,0
case,DEC 2021,202150,30-49,vax with updated booster,,0,55347,10536015,,525.312464,,,,,,,,0
case,DEC 2021,202150,50-64,vaccinated,22469,16042012,26568,5087641,140.0634783,522.2066573,3.728357053,,,,,,,0
case,DEC 2021,202150,50-64,vax with updated booster,,0,26568,5087641,,522.2066573,,,,,,,,0
case,DEC 2021,202150,65-79,vaccinated,10232,11832402,10723,1372049.65,86.47441154,781.5314847,9.037719607,,,,,,,1
case,DEC 2021,202150,65-79,vax with updated booster,,0,10723,1372049.65,,781.5314847,,,,,,,,1
case,DEC 2021,202150,80+,vaccinated,2843,3299067,2717,543278.85,86.17587942,500.1114989,5.803381436,,,,,,,1
case,DEC 2021,202150,80+,vax with updated booster,,0,2717,543278.85,,500.1114989,,,,,,,,1
case,DEC 2021,202150,all_ages,vaccinated,102124,65241610,155658,31555363.5,,,,167.6718454,524.1860276,3.126261456,329.7194872,764.0178999,2.317175446,1
case,DEC 2021,202150,all_ages,vax with updated booster,,0,155658,31555363.5,,,,,524.1860276,,,764.0178999,,1
case,DEC 2021,202151,5-11,vaccinated,1395,960987,23630,9322086,145.163254,253.4840378,1.746199749,,,,,,,0
case,DEC 2021,202151,5-11,vax with updated booster,,0,23630,9322086,,253.4840378,,,,,,,,0
case,DEC 2021,202151,12-17,vaccinated,13764,4549531,20168,4787982,302.5366791,421.2212995,1.392298285,,,,,,,0
case,DEC 2021,202151,12-17,vax with updated booster,,0,20168,4787982,,421.2212995,,,,,,,,0
case,DEC 2021,202151,18-29,vaccinated,55314,10319012,69075,9041397,536.0396906,763.9859194,1.425241326,,,,,,,0
case,DEC 2021,202151,18-29,vax with updated booster,,0,69075,9041397,,763.9859194,,,,,,,,0
case,DEC 2021,202151,30-49,vaccinated,80863,19144855,79946,10370409,422.3745753,770.9049855,1.82516901,,,,,,,0
case,DEC 2021,202151,30-49,vax with updated booster,,0,79946,10370409,,770.9049855,,,,,,,,0
case,DEC 2021,202151,50-64,vaccinated,40389,15926860,31655,4973490,253.5904755,636.4745883,2.509852104,,,,,,,0
case,DEC 2021,202151,50-64,vax with updated booster,,0,31655,4973490,,636.4745883,,,,,,,,0
case,DEC 2021,202151,65-79,vaccinated,15756,11773898,11959,1342101.65,133.8214413,891.065144,6.658612666,,,,,,,1
case,DEC 2021,202151,65-79,vax with updated booster,,0,11959,1342101.65,,891.065144,,,,,,,,1
case,DEC 2021,202151,80+,vaccinated,3590,3283849,2988,536377.85,109.3229317,557.0699834,5.095637069,,,,,,,1
case,DEC 2021,202151,80+,vax with updated booster,,0,2988,536377.85,,557.0699834,,,,,,,,1
case,DEC 2021,202151,all_ages,vaccinated,209676,64998005,215791,31051757.5,,,,356.3322518,713.807749,2.003208369,329.7194872,764.0178999,2.317175446,1
case,DEC 2021,202151,all_ages,vax with updated booster,,0,215791,31051757.5,,,,,713.807749,,,764.0178999,,1
case,DEC 2021,202152,5-11,vaccinated,5986,1292156,45950,9166585,463.2567585,501.2771932,1.082072056,,,,,,,0
case,DEC 2021,202152,5-11,vax with updated booster,,0,45950,9166585,,501.2771932,,,,,,,,0
case,DEC 2021,202152,12-17,vaccinated,28599,4577424,35644,4744678,624.7837211,751.241707,1.202402818,,,,,,,0
case,DEC 2021,202152,12-17,vax with updated booster,,0,35644,4744678,,751.241707,,,,,,,,0
case,DEC 2021,202152,18-29,vaccinated,122622,10296521,153970,8937343,1190.907103,1722.771522,1.446604455,,,,,,,0
case,DEC 2021,202152,18-29,vax with updated booster,,0,153970,8937343,,1722.771522,,,,,,,,0
case,DEC 2021,202152,30-49,vaccinated,194432,19044810,177375,10241513,1020.91856,1731.921836,1.696434862,,,,,,,0
case,DEC 2021,202152,30-49,vax with updated booster,,0,177375,10241513,,1731.921836,,,,,,,,0
case,DEC 2021,202152,50-64,vaccinated,113382,15814838,70965,4893285.35,716.9343119,1450.252641,2.022852884,,,,,,,1
case,DEC 2021,202152,50-64,vax with updated booster,,0,70965,4893285.35,,1450.252641,,,,,,,,1
case,DEC 2021,202152,65-79,vaccinated,47359,11719266,25080,1322387.65,404.1123395,1896.569436,4.693173782,,,,,,,1
case,DEC 2021,202152,65-79,vax with updated booster,,0,25080,1322387.65,,1896.569436,,,,,,,,1
case,DEC 2021,202152,80+,vaccinated,11129,3269690,5683,532033.85,340.3686588,1068.165118,3.138259326,,,,,,,1
case,DEC 2021,202152,80+,vax with updated booster,,0,5683,532033.85,,1068.165118,,,,,,,,1
case,DEC 2021,202152,all_ages,vaccinated,517523,64722549,468717,30671240.85,,,,860.9319523,1569.101304,1.822561353,329.7194872,764.0178999,2.317175446,1
case,DEC 2021,202152,all_ages,vax with updated booster,,0,468717,30671240.85,,,,,1569.101304,,,764.0178999,,1
case,JAN 2022,202201,5-11,vaccinated,14877,1536118,100810,9521450,968.480286,1058.76731,1.093225464,,,,,,,0
case,JAN 2022,202201,5-11,vax with updated booster,,0,100810,9521450,,1058.76731,,,,,,,,0
case,JAN 2022,202201,12-17,vaccinated,62233,4881808,77069,4928862,1274.794093,1563.626655,1.226571933,,,,,,,0
case,JAN 2022,202201,12-17,vax with updated booster,,0,77069,4928862,,1563.626655,,,,,,,,0
case,JAN 2022,202201,18-29,vaccinated,207082,10875223,237050,9341774,1904.163253,2537.526598,1.332620297,,,,,,,0
case,JAN 2022,202201,18-29,vax with updated booster,,0,237050,9341774,,2537.526598,,,,,,,,0
case,JAN 2022,202201,30-49,vaccinated,305381,20045975,267202,10710921,1523.403077,2494.668759,1.637563161,,,,,,,0
case,JAN 2022,202201,30-49,vax with updated booster,,0,267202,10710921,,2494.668759,,,,,,,,0
case,JAN 2022,202201,50-64,vaccinated,176572,16647208,112534,5111292.35,1060.670354,2201.674103,2.075738324,,,,,,,1
case,JAN 2022,202201,50-64,vax with updated booster,,0,112534,5111292.35,,2201.674103,,,,,,,,1
case,JAN 2022,202201,65-79,vaccinated,72325,12493588,38723,1402472.65,578.896951,2761.05206,4.769505273,,,,,,,1
case,JAN 2022,202201,65-79,vax with updated booster,,0,38723,1402472.65,,2761.05206,,,,,,,,1
case,JAN 2022,202201,80+,vaccinated,17943,3483837,9218,584010.85,515.0355772,1578.395333,3.064633596,,,,,,,1
case,JAN 2022,202201,80+,vax with updated booster,,0,9218,584010.85,,1578.395333,,,,,,,,1
case,JAN 2022,202201,all_ages,vaccinated,841536,68427639,741796,32079332.85,,,,1340.733672,2346.266186,1.749986769,1088.301935,2117.427749,1.945625273,1
case,JAN 2022,202201,all_ages,vax with updated booster,,0,741796,32079332.85,,,,,2346.266186,,,2117.427749,,1
case,JAN 2022,202202,5-11,vaccinated,22147,1675065,145205,9367479,1322.157648,1550.096883,1.172399438,,,,,,,0
case,JAN 2022,202202,5-11,vax with updated booster,,0,145205,9367479,,1550.096883,,,,,,,,0
case,JAN 2022,202202,12-17,vaccinated,81353,4901628,114045,4862112,1659.713875,2345.585622,1.413246981,,,,,,,0
case,JAN 2022,202202,12-17,vax with updated booster,,0,114045,4862112,,2345.585622,,,,,,,,0
case,JAN 2022,202202,18-29,vaccinated,168977,10845801,213266,9212474,1557.994656,2314.969898,1.485865108,,,,,,,0
case,JAN 2022,202202,18-29,vax with updated booster,,0,213266,9212474,,2314.969898,,,,,,,,0
case,JAN 2022,202202,30-49,vaccinated,294660,19972324,270922,10553979,1475.341578,2567.012877,1.73994478,,,,,,,0
case,JAN 2022,202202,30-49,vax with updated booster,,0,270922,10553979,,2567.012877,,,,,,,,0
case,JAN 2022,202202,50-64,vaccinated,174139,16565710,118861,5031342.35,1051.201548,2362.411296,2.247343813,,,,,,,1
case,JAN 2022,202202,50-64,vax with updated booster,,0,118861,5031342.35,,2362.411296,,,,,,,,1
case,JAN 2022,202202,65-79,vaccinated,77404,12456242,42831,1382563.55,621.4073233,3097.940778,4.985362518,,,,,,,1
case,JAN 2022,202202,65-79,vax with updated booster,,0,42831,1382563.55,,3097.940778,,,,,,,,1
case,JAN 2022,202202,80+,vaccinated,19431,3473928,10875,579605.9,559.3380174,1876.274896,3.354456229,,,,,,,1
case,JAN 2022,202202,80+,vax with updated booster,,0,10875,579605.9,,1876.274896,,,,,,,,1
case,JAN 2022,202202,all_ages,vaccinated,815964,68215633,770800,31622076.8,,,,1300.868149,2490.067985,1.914158623,1088.301935,2117.427749,1.945625273,1
case,JAN 2022,202202,all_ages,vax with updated booster,,0,770800,31622076.8,,,,,2490.067985,,,2117.427749,,1
case,JAN 2022,202203,5-11,vaccinated,21556,1823360,116345,9219272,1182.213057,1261.976,1.067469178,,,,,,,0
case,JAN 2022,202203,5-11,vax with updated booster,,0,116345,9219272,,1261.976,,,,,,,,0
case,JAN 2022,202203,12-17,vaccinated,57320,4907684,84168,4796328,1167.96436,1754.842454,1.502479455,,,,,,,0
case,JAN 2022,202203,12-17,vax with updated booster,,0,84168,4796328,,1754.842454,,,,,,,,0
case,JAN 2022,202203,18-29,vaccinated,124418,10812571,161620,9111959,1150.679149,1773.712985,1.541448793,,,,,,,0
case,JAN 2022,202203,18-29,vax with updated booster,,0,161620,9111959,,1773.712985,,,,,,,,0
case,JAN 2022,202203,30-49,vaccinated,244295,19891051,223939,10435791,1228.165369,2145.874711,1.747219686,,,,,,,0
case,JAN 2022,202203,30-49,vax with updated booster,,0,223939,10435791,,2145.874711,,,,,,,,0
case,JAN 2022,202203,50-64,vaccinated,143852,16485227,103436,4975702.35,872.6115813,2078.822098,2.382299459,,,,,,,1
case,JAN 2022,202203,50-64,vax with updated booster,,0,103436,4975702.35,,2078.822098,,,,,,,,1
case,JAN 2022,202203,65-79,vaccinated,71295,12420409,40652,1367230.55,574.0149137,2973.309805,5.179847656,,,,,,,1
case,JAN 2022,202203,65-79,vax with updated booster,,0,40652,1367230.55,,2973.309805,,,,,,,,1
case,JAN 2022,202203,80+,vaccinated,19134,3464702,10440,576189.9,552.2552878,1811.902638,3.280914965,,,,,,,1
case,JAN 2022,202203,80+,vax with updated booster,,0,10440,576189.9,,1811.902638,,,,,,,,1
case,JAN 2022,202203,all_ages,vaccinated,660314,67981644,624255,31263200.8,,,,1041.863254,2100.671314,2.016263944,1088.301935,2117.427749,1.945625273,1
case,JAN 2022,202203,all_ages,vax with updated booster,,0,624255,31263200.8,,,,,2100.671314,,,2117.427749,,1
case,JAN 2022,202204,5-11,vaccinated,15138,1988085,74555,9102322,761.4362565,819.0767147,1.07569965,,,,,,,0
